Date,Day,C_Temp_max_C,C_Temp_min_C,T1_Temp_max_C,T1_Temp_min_C,T2_Temp_max_C,T2_Temp_min_C,T3_Temp_max_C,T3_Temp_min_C,T4_Temp_max_C,T4_Temp_min_C,T5_Temp_max_C,T5_Temp_min_C,T6_Temp_max_C,T6_Temp_min_C,T7_Temp_max_C,T7_Temp_min_C,T8_Temp_max_C,T8_Temp_min_C,T9_Temp_max_C,T9_Temp_min_C,T10_Temp_max_C,T10_Temp_min_C,T11_Temp_max_C,T11_Temp_min_C,T12_Temp_max_C,T12_Temp_min_C,T13_Temp_max_C,T13_Temp_min_C,T14_Temp_max_C,T14_Temp_min_C,T15_Temp_max_C,T15_Temp_min_C,T16_Temp_max_C,T16_Temp_min_C,T17_Temp_max_C,T17_Temp_min_C,T18_Temp_max_C,T18_Temp_min_C,T19_Temp_max_C,T19_Temp_min_C,T20_Temp_max_C,T20_Temp_min_C,T21_Temp_max_C,T21_Temp_min_C,T22_Temp_max_C,T22_Temp_min_C
2022-10-16,46,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444,21.66666667,4.444444444
2022-10-17,47,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111,18.88888889,6.111111111
2022-10-18,48,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0
2022-10-19,49,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111,11.11111111,-1.111111111
2022-10-20,50,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111,10,-1.111111111
2022-10-21,51,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667,14.44444444,-1.666666667
2022-10-22,52,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667,16.66666667,-1.666666667
2022-10-23,53,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111,20.55555556,1.111111111
2022-10-24,54,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667,16.11111111,6.666666667
2022-10-25,55,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111,14.44444444,11.11111111
2022-10-26,56,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889,18.33333333,13.88888889
2022-10-27,57,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10,18.88888889,10
2022-10-28,58,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0,16.11111111,0
2022-10-29,59,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222,13.33333333,-2.222222222
2022-10-30,60,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778,15,-2.777777778
2022-10-31,61,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667,16.11111111,-1.666666667
2022-11-01,62,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556,15.55555556,5.555555556
2022-11-02,63,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333,20,8.333333333
2022-11-03,64,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222,20,2.222222222
2022-11-04,65,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667,20.55555556,1.666666667
2022-11-05,66,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333,22.22222222,3.333333333
2022-11-06,67,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222,23.33333333,17.22222222
2022-11-07,68,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778,21.11111111,17.77777778
2022-11-08,69,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556,22.77777778,5.555555556
2022-11-09,70,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111,13.88888889,-1.111111111
2022-11-10,71,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667,12.77777778,-1.666666667
2022-11-11,72,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0,18.88888889,0
2022-11-12,73,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222,21.11111111,12.22222222
2022-11-13,74,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556,18.88888889,5.555555556
2022-11-14,75,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0,21.11111111,0
2022-11-15,76,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5,6.666666667,-5
2022-11-16,77,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333,3.888888889,-3.333333333
2022-11-17,78,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111,8.888888889,1.111111111
2022-11-18,79,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111,4.444444444,-1.111111111
2022-11-19,80,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556,5,-5.555555556
2022-11-20,81,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556,4.444444444,-5.555555556
2022-11-21,82,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222,0,-7.222222222
2022-11-22,83,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111,5.555555556,-6.111111111
2022-11-23,84,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556,11.11111111,-5.555555556
2022-11-24,85,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111,8.333333333,-6.111111111
2022-11-25,86,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778,11.11111111,-7.777777778
2022-11-26,87,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556,12.77777778,-5.555555556
2022-11-27,88,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556,12.77777778,-0.555555556
2022-11-28,89,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111,13.33333333,1.111111111
2022-11-29,90,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556,13.33333333,-5.555555556
2022-11-30,91,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222,7.222222222,-2.222222222
2022-12-01,92,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0,11.11111111,0
2022-12-02,93,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333,4.444444444,-8.333333333
2022-12-03,94,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333,8.333333333,-8.333333333
